区,区分,人口,年少人口,0～ 4歳,5～ 9,10～14,生産年齢  人    口,15～19歳,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,老年人口,65～69歳,70～74,75～79,80～84,85～89,90～94,95～99,100歳  以上
中央区,南６条西２７丁目,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
中央区,南７条西１丁目,427,32,9,10,13,319,7,12,32,36,36,48,51,43,31,23,76,32,20,10,8,6,-,-,-
中央区,南７条西２丁目,230,3,3,-,-,151,7,26,17,13,14,6,19,18,19,12,76,16,18,12,14,14,2,-,-
中央区,南７条西３丁目,20,-,-,-,-,20,-,5,-,5,-,1,-,1,5,3,-,-,-,-,-,-,-,-,-
中央区,南７条西４丁目,65,2,-,1,1,50,3,3,6,2,5,7,9,7,5,3,13,3,5,1,2,-,2,-,-
中央区,南７条西５丁目,89,1,-,1,-,45,4,2,2,8,1,4,10,5,6,3,43,7,12,12,10,1,1,-,-
中央区,南７条西６丁目,435,18,7,5,6,366,6,42,48,43,33,48,70,31,27,18,51,13,21,7,3,3,4,-,-
中央区,南７条西７丁目,401,40,17,6,17,314,7,26,46,39,40,37,45,31,25,18,47,16,12,3,7,8,1,-,-
中央区,南７条西８丁目,211,19,10,2,7,170,6,20,38,29,21,12,22,13,8,1,22,9,5,2,3,2,-,1,-
中央区,南７条西９丁目,663,53,35,11,7,519,8,78,111,82,61,48,39,39,28,25,91,26,28,14,12,7,2,2,-
中央区,南７条西１０丁目,302,4,3,1,-,243,2,53,74,34,25,12,11,10,8,14,55,15,19,8,5,5,2,1,-
中央区,南７条西１１丁目,226,2,2,-,-,160,2,32,30,24,15,16,13,8,8,12,64,5,11,13,20,9,2,3,1
中央区,南７条西１２丁目,674,28,16,5,7,561,7,84,106,93,60,60,42,45,29,35,85,23,25,16,13,5,2,-,1
中央区,南７条西１３丁目,332,14,7,4,3,260,12,43,46,32,26,22,29,21,17,12,58,14,15,15,9,4,1,-,-
中央区,南７条西１４丁目,575,53,14,16,23,303,19,23,18,24,31,37,42,43,36,30,219,56,63,32,35,20,11,1,1
中央区,南７条西１５丁目,190,14,6,4,4,85,6,8,2,9,5,11,10,13,11,10,91,12,11,9,22,23,11,2,1
中央区,南７条西１６丁目,208,28,5,12,11,126,3,14,25,10,15,17,18,7,12,5,54,15,14,11,3,8,2,1,-
中央区,南７条西１７丁目,383,49,24,11,14,280,19,44,40,41,22,26,36,19,18,15,54,12,12,18,6,1,5,-,-
中央区,南７条西１８丁目,277,54,23,18,13,201,8,19,14,31,33,32,28,19,10,7,22,5,8,3,-,4,2,-,-
中央区,南７条西２０丁目,114,10,-,4,6,66,2,3,8,9,6,10,6,5,6,11,38,13,9,5,2,5,3,1,-
中央区,南７条西２１丁目,129,17,5,6,6,78,5,3,5,7,9,8,12,12,5,12,34,6,13,7,4,2,1,-,1
中央区,南７条西２２丁目,283,61,7,22,32,197,22,7,4,8,15,29,53,21,18,20,25,9,5,2,3,4,2,-,-
中央区,南７条西２３丁目,617,90,17,32,41,419,32,34,17,16,19,38,65,73,70,55,108,32,32,18,15,7,3,1,-
中央区,南７条西２４丁目,306,18,6,6,6,226,14,31,40,26,27,10,24,17,15,22,62,21,15,11,7,3,5,-,-
中央区,南７条西２５丁目,433,57,13,24,20,308,24,35,29,31,29,31,44,38,31,16,68,15,17,13,12,9,1,1,-
中央区,南７条西２６丁目,137,7,1,2,4,92,7,17,8,4,3,5,14,14,9,11,38,7,7,11,5,7,-,1,-
中央区,南８条西１丁目,633,32,16,7,9,422,13,33,59,55,50,51,47,40,33,41,179,47,49,31,25,17,6,4,-
中央区,南８条西２丁目,88,1,1,-,-,76,-,11,17,16,10,11,3,2,2,4,11,2,2,3,3,1,-,-,-
中央区,南８条西３丁目,205,7,6,1,-,120,4,10,15,5,11,10,10,18,26,11,78,13,18,13,12,9,10,3,-
中央区,南８条西４丁目,278,11,6,3,2,233,2,9,32,29,26,28,39,33,23,12,34,10,12,7,3,1,-,1,-
中央区,南８条西５丁目,201,3,2,1,-,149,3,13,24,14,27,18,16,12,12,10,49,14,11,15,3,4,2,-,-
中央区,南８条西６丁目,616,21,9,8,4,490,23,77,73,52,49,52,52,52,39,21,105,24,20,16,18,7,13,7,-
中央区,南８条西７丁目,511,27,11,8,8,384,5,34,66,59,55,50,29,32,32,22,100,25,32,18,15,7,2,1,-
中央区,南８条西８丁目,413,24,7,7,10,272,3,35,58,54,23,30,22,17,9,21,117,17,29,23,23,17,8,-,-
中央区,南８条西９丁目,610,23,14,7,2,484,11,65,113,72,63,36,35,32,31,26,103,25,31,21,12,6,3,5,-
中央区,南８条西１０丁目,431,19,7,6,6,383,9,69,77,57,56,28,27,30,14,16,29,7,11,2,3,3,3,-,-
中央区,南８条西１１丁目,304,13,4,4,5,224,8,22,25,36,20,22,30,21,14,26,67,21,22,18,1,3,1,1,-
中央区,南８条西１２丁目,459,31,15,10,6,360,16,66,64,61,44,28,23,19,17,22,68,19,17,8,9,10,3,1,1
中央区,南８条西１３丁目,600,45,25,12,8,463,18,75,73,71,58,54,33,41,10,30,92,23,27,17,8,11,4,2,-
中央区,南８条西１４丁目,664,66,32,14,20,415,15,27,47,55,47,52,52,45,42,33,183,35,46,33,32,24,11,2,-
中央区,南８条西１５丁目,288,55,16,19,20,198,8,23,39,22,26,29,20,14,12,5,35,9,8,8,3,5,2,-,-
中央区,南８条西１６丁目,320,33,12,7,14,214,12,16,24,17,20,27,15,19,29,35,73,29,19,6,6,7,5,1,-
中央区,南８条西１７丁目,414,47,16,12,19,279,16,30,27,25,20,40,33,39,21,28,88,25,22,18,11,8,4,-,-
中央区,南８条西１８丁目,234,22,5,10,7,145,14,11,12,10,16,17,22,19,15,9,67,8,21,13,11,10,3,1,-
中央区,南８条西２０丁目,107,24,11,6,7,62,3,1,8,8,11,10,13,3,3,2,21,9,6,2,-,2,1,-,1
中央区,南８条西２１丁目,384,49,10,15,24,242,18,22,10,14,16,37,36,35,33,21,93,17,28,17,13,9,5,3,1
中央区,南８条西２２丁目,128,14,2,5,7,84,7,7,8,6,6,10,9,12,11,8,30,8,7,7,2,4,2,-,-
中央区,南８条西２３丁目,243,27,7,10,10,151,6,7,6,3,10,19,19,25,33,23,65,20,15,17,6,3,4,-,-
中央区,南８条西２４丁目,102,17,7,5,5,68,4,1,4,7,7,7,8,9,9,12,17,7,2,4,2,2,-,-,-
中央区,南８条西２５丁目,179,14,4,4,6,91,4,5,8,9,6,15,8,13,7,16,74,11,17,12,15,12,5,2,-
中央区,南８条西２６丁目,147,3,-,1,2,25,1,4,1,-,1,3,5,3,2,5,119,3,11,12,13,31,32,17,-
中央区,南９条西１丁目,370,12,7,4,1,310,-,13,56,57,37,34,39,37,28,9,48,16,16,8,3,4,1,-,-
中央区,南９条西２丁目,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
中央区,南９条西３丁目,279,7,2,2,3,162,1,7,24,19,14,27,27,9,16,18,110,19,32,16,17,15,10,1,-
中央区,南９条西４丁目,540,20,11,7,2,363,8,23,37,32,42,38,55,52,37,39,157,33,37,30,28,17,8,4,-
中央区,南９条西５丁目,65,1,1,-,-,56,2,3,10,11,4,4,10,6,4,2,8,3,1,1,1,2,-,-,-
中央区,南９条西６丁目,802,35,22,9,4,510,18,69,52,51,40,40,60,70,54,56,257,56,46,42,47,34,25,7,-
中央区,南９条西７丁目,479,22,16,5,1,334,9,36,33,51,39,34,50,36,29,17,123,30,26,21,24,16,5,1,-
中央区,南９条西８丁目,486,24,11,10,3,348,11,54,65,47,31,24,43,30,18,25,114,37,34,12,18,9,4,-,-
中央区,南９条西９丁目,571,47,22,10,15,432,14,51,62,45,47,40,49,56,40,28,92,24,27,19,7,10,4,1,-
中央区,南９条西１０丁目,219,6,2,3,1,149,8,21,36,17,19,14,7,10,8,9,64,15,16,8,7,9,6,3,-
中央区,南９条西１１丁目,328,22,11,5,6,176,7,13,21,22,32,15,17,21,14,14,130,21,23,21,27,21,16,1,-
中央区,南９条西１２丁目,444,12,9,-,3,376,10,50,67,60,47,38,29,34,29,12,56,10,21,10,7,7,1,-,-
中央区,南９条西１３丁目,533,52,21,17,14,362,23,34,41,33,34,48,35,34,37,43,119,30,32,21,19,11,6,-,-
中央区,南９条西１４丁目,222,34,4,15,15,134,13,16,6,10,11,17,20,15,21,5,54,12,11,11,11,6,3,-,-
中央区,南９条西１５丁目,360,70,20,25,25,224,14,17,19,25,36,25,27,24,19,18,66,13,21,13,6,10,3,-,-
中央区,南９条西１６丁目,290,27,4,8,15,199,15,17,17,23,19,28,20,24,21,15,64,8,24,9,10,9,3,1,-
中央区,南９条西１７丁目,255,36,7,15,14,160,12,15,6,6,14,25,16,25,24,17,59,17,14,9,5,6,6,2,-
中央区,南９条西１８丁目,308,53,10,14,29,198,14,15,7,16,18,26,27,30,29,16,57,17,11,15,8,4,2,-,-
中央区,南９条西２０丁目,262,45,10,12,23,157,14,15,11,10,10,18,24,21,20,14,60,19,14,14,3,8,2,-,-
中央区,南９条西２１丁目,274,39,7,14,18,159,13,11,8,10,22,13,25,20,24,13,76,26,17,13,4,10,6,-,-
中央区,南９条西２３丁目,366,77,25,28,24,242,19,11,5,21,29,28,37,25,44,23,47,12,12,7,8,5,3,-,-
中央区,南１０条西１丁目,215,7,1,2,4,170,4,15,37,20,20,15,17,18,13,11,38,12,14,9,1,2,-,-,-
中央区,南１０条西６丁目,369,11,5,5,1,255,-,31,43,46,44,19,26,17,17,12,103,26,20,19,18,14,4,2,-
中央区,南１０条西７丁目,536,26,14,5,7,371,12,47,78,54,29,36,31,35,31,18,139,40,32,28,22,9,6,2,-
中央区,南１０条西８丁目,562,41,19,15,7,427,10,64,78,63,49,42,38,35,28,20,94,25,21,22,20,4,2,-,-
中央区,南１０条西９丁目,425,20,10,2,8,281,10,34,45,39,28,31,30,20,28,16,124,30,42,17,17,10,5,3,-
中央区,南１０条西１０丁目,126,2,1,-,1,90,2,3,8,5,8,13,12,15,14,10,34,8,15,3,6,1,-,1,-
中央区,南１０条西１１丁目,175,8,3,3,2,137,3,13,15,25,18,18,15,9,11,10,30,12,9,5,2,1,1,-,-
中央区,南１０条西１２丁目,542,41,19,12,10,395,17,36,54,46,49,44,45,49,28,27,106,36,27,22,7,10,4,-,-
中央区,南１０条西１３丁目,575,64,30,24,10,389,13,39,54,47,56,42,34,35,39,30,122,37,27,25,16,9,6,2,-
中央区,南１０条西１４丁目,350,42,12,15,15,235,17,23,15,10,19,19,42,30,35,25,73,24,17,11,10,7,3,1,-
中央区,南１０条西１５丁目,281,45,10,19,16,177,17,10,10,13,26,22,22,21,13,23,59,7,25,14,9,3,1,-,-
中央区,南１０条西１６丁目,302,37,13,12,12,176,13,11,10,17,17,24,21,26,18,19,89,29,27,10,10,4,6,3,-
中央区,南１０条西１７丁目,147,16,4,6,6,89,6,7,8,8,12,11,9,17,7,4,42,8,11,11,8,3,-,-,1
中央区,南１０条西１８丁目,432,54,7,19,28,227,24,19,10,7,14,20,44,42,27,20,151,40,38,31,23,11,7,1,-
中央区,南１０条西２０丁目,360,39,11,21,7,212,16,17,11,17,13,23,13,27,39,36,109,32,25,18,16,11,5,2,-
中央区,南１０条西２１丁目,333,41,7,15,19,192,27,16,6,9,8,22,32,22,31,19,100,16,25,16,18,13,10,1,1
中央区,南１０条西２２丁目,297,58,4,14,40,190,25,15,7,7,8,25,36,29,21,17,49,6,12,13,8,8,2,-,-
中央区,南１０条西２３丁目,46,8,1,1,6,24,3,1,1,-,2,4,5,5,3,-,14,-,3,4,3,2,1,1,-
中央区,南１１条西１丁目,992,22,15,3,4,688,14,82,103,83,66,91,79,59,61,50,282,65,51,65,48,28,19,4,2
中央区,南１１条西６丁目,371,20,9,6,5,253,5,12,27,34,28,29,30,41,27,20,98,19,32,23,12,6,4,1,1
中央区,南１１条西７丁目,586,35,20,8,7,376,10,37,58,64,41,47,32,37,23,27,175,40,54,37,26,10,7,-,1
中央区,南１１条西８丁目,754,55,25,18,12,505,10,78,87,77,61,47,46,37,26,36,194,43,45,34,35,20,13,3,1
中央区,南１１条西９丁目,320,21,13,3,5,221,8,24,32,21,15,19,21,24,28,29,78,14,20,18,12,9,3,2,-
中央区,南１１条西１０丁目,68,1,-,1,-,50,-,4,6,9,7,10,3,3,4,4,17,5,4,3,1,3,-,1,-
中央区,南１１条西１１丁目,236,17,3,4,10,170,12,20,22,18,20,22,19,13,12,12,49,12,16,8,9,4,-,-,-
中央区,南１１条西１２丁目,559,46,19,10,17,382,23,26,37,48,41,37,43,42,48,37,131,44,37,17,19,9,4,1,-
中央区,南１１条西１３丁目,499,77,26,28,23,303,15,20,19,40,36,46,34,31,38,24,119,23,22,35,17,11,10,1,-
中央区,南１１条西１４丁目,439,84,29,33,22,294,23,13,17,22,46,42,47,36,21,27,61,23,17,5,5,4,4,3,-
中央区,南１１条西１５丁目,466,47,13,16,18,319,21,39,26,14,24,22,38,43,54,38,100,30,28,18,12,9,2,1,-
中央区,南１１条西１６丁目,138,12,1,5,6,94,11,6,4,3,7,13,16,16,11,7,32,8,7,9,5,2,-,-,1
中央区,南１１条西１７丁目,352,54,17,17,20,210,13,18,15,14,26,25,26,25,26,22,88,28,18,13,12,11,6,-,-
中央区,南１１条西１８丁目,232,28,8,9,11,129,3,6,7,13,10,13,14,16,21,26,75,21,17,13,5,10,9,-,-
中央区,南１１条西２０丁目,236,27,8,10,9,149,12,10,8,9,14,21,19,21,17,18,60,20,20,10,5,4,1,-,-
中央区,南１１条西２１丁目,514,58,10,21,27,341,35,21,31,18,32,30,40,37,53,44,115,36,29,19,13,14,3,1,-
中央区,南１１条西２２丁目,167,37,13,11,13,94,4,8,7,8,10,11,24,8,9,5,36,9,7,13,3,1,2,1,-
中央区,南１１条西２３丁目,727,126,18,49,59,455,59,28,12,15,37,81,89,52,44,38,146,38,36,21,11,24,12,4,-
中央区,南１２条西１丁目,632,55,29,19,7,391,3,18,24,44,46,37,66,52,58,43,186,43,54,36,26,19,6,2,-
中央区,南１２条西６丁目,250,17,13,1,3,164,6,13,11,14,17,21,20,20,20,22,69,7,20,19,15,5,1,2,-
中央区,南１２条西７丁目,119,9,5,3,1,90,2,7,17,26,8,11,8,4,4,3,20,7,3,6,3,1,-,-,-
中央区,南１２条西８丁目,583,48,15,14,19,421,18,38,56,53,53,50,51,36,35,31,114,30,31,13,15,16,8,1,-
中央区,南１２条西９丁目,770,65,27,26,12,543,15,56,64,73,78,44,56,45,66,46,162,52,44,23,17,18,8,-,-
中央区,南１２条西１０丁目,230,14,6,5,3,163,6,22,30,26,17,13,12,13,13,11,53,22,7,5,10,4,5,-,-
中央区,南１２条西１１丁目,40,-,-,-,-,12,-,-,-,-,2,1,4,1,3,1,28,5,10,4,6,2,1,-,-
中央区,南１２条西１２丁目,380,26,8,10,8,265,11,23,35,20,28,29,32,37,30,20,89,24,19,16,11,9,8,2,-
中央区,南１２条西１３丁目,459,55,14,24,17,271,14,25,17,18,26,30,34,36,38,33,133,41,34,21,19,11,6,1,-
中央区,南１２条西１４丁目,469,50,12,17,21,326,31,17,17,19,21,28,55,55,43,40,93,19,26,19,13,12,4,-,-
中央区,南１２条西１５丁目,220,8,-,2,6,128,5,10,7,10,7,12,12,17,30,18,84,15,20,16,17,14,1,1,-
中央区,南１２条西１６丁目,290,21,6,5,10,179,12,17,12,10,19,15,26,25,26,17,90,21,24,17,13,11,2,2,-
中央区,南１２条西１７丁目,265,28,7,14,7,176,14,14,21,11,23,20,17,23,14,19,61,24,14,10,7,3,2,1,-
中央区,南１２条西１８丁目,227,36,11,7,18,139,14,15,7,10,13,21,17,16,16,10,52,6,14,12,9,6,4,1,-
中央区,南１２条西２０丁目,239,21,1,7,13,119,12,8,7,2,4,14,18,16,20,18,99,17,28,15,22,12,4,1,-
中央区,南１２条西２１丁目,433,42,15,11,16,230,22,13,11,20,20,18,22,30,38,36,161,56,43,24,16,15,5,2,-
中央区,南１２条西２２丁目,300,21,3,6,12,141,24,11,3,7,4,14,27,18,12,21,138,15,29,14,19,35,19,7,-
中央区,南１２条西２３丁目,893,106,19,43,44,612,63,53,32,23,31,47,87,105,99,72,175,48,52,38,16,12,9,-,-
中央区,南１３条西１丁目,573,24,11,6,7,395,14,33,70,46,36,35,46,36,42,37,154,34,32,36,30,18,4,-,-
中央区,南１３条西５丁目,240,27,11,8,8,148,5,6,6,10,14,16,16,22,30,23,65,20,19,10,7,7,2,-,-
中央区,南１３条西６丁目,434,20,7,9,4,335,5,39,71,45,36,34,30,35,19,21,79,23,24,9,6,12,3,2,-
中央区,南１３条西７丁目,384,24,6,10,8,244,4,20,32,27,28,26,36,20,26,25,116,32,35,21,11,11,4,2,-
中央区,南１３条西８丁目,582,42,13,14,15,395,15,27,46,50,52,51,41,36,44,33,145,37,40,31,19,8,10,-,-
中央区,南１３条西９丁目,472,51,18,20,13,337,11,29,43,39,42,47,43,35,28,20,84,21,16,14,17,12,3,1,-
中央区,南１３条西１０丁目,363,36,11,13,12,187,7,8,15,15,25,19,26,28,24,20,140,36,33,27,16,22,5,-,1
中央区,南１３条西１１丁目,386,27,11,7,9,234,17,15,15,22,19,20,44,33,32,17,125,28,49,24,11,4,9,-,-
中央区,南１３条西１２丁目,132,9,2,2,5,76,4,8,7,8,10,7,10,8,5,9,47,14,12,10,4,5,2,-,-
中央区,南１３条西１３丁目,306,32,17,5,10,188,15,22,17,25,27,17,13,25,15,12,86,16,19,18,13,6,9,5,-
中央区,南１３条西１４丁目,276,30,8,9,13,176,14,11,15,18,15,15,32,18,16,22,70,23,16,11,9,5,5,1,-
中央区,南１３条西１５丁目,349,41,13,13,15,231,21,20,27,18,24,25,35,24,17,20,77,16,32,15,9,4,1,-,-
中央区,南１３条西１６丁目,225,33,7,16,10,135,10,12,6,7,9,13,20,21,16,21,57,21,11,6,9,7,3,-,-
中央区,南１３条西１７丁目,156,21,2,7,12,95,14,3,4,2,9,16,18,10,7,12,40,8,9,9,5,5,4,-,-
中央区,南１３条西１８丁目,159,29,3,12,14,92,12,7,2,3,3,14,13,18,12,8,38,7,12,5,6,4,2,1,1
中央区,南１３条西２０丁目,83,11,4,3,4,47,6,5,4,5,3,-,9,3,9,3,25,4,7,5,4,2,2,1,-
中央区,南１３条西２１丁目,784,104,20,47,37,522,54,50,15,24,21,66,74,84,74,60,158,50,35,39,13,13,7,1,-
中央区,南１３条西２２丁目,626,80,15,36,29,313,26,20,5,9,23,47,45,49,45,44,233,58,60,47,30,19,16,3,-
中央区,南１３条西２３丁目,714,63,19,17,27,380,40,26,14,17,31,34,56,56,46,60,271,64,58,47,41,39,18,2,2
中央区,南１４条西１丁目,423,14,9,2,3,237,4,17,36,31,29,21,29,26,21,23,172,33,48,26,26,25,13,1,-
中央区,南１４条西５丁目,290,20,5,5,10,140,9,5,3,3,2,13,19,30,29,27,130,31,40,25,20,8,5,1,-
中央区,南１４条西６丁目,504,24,4,5,15,340,10,30,53,35,36,37,34,42,32,31,140,27,32,23,30,19,6,2,1
中央区,南１４条西７丁目,440,31,16,10,5,330,8,40,59,50,35,37,27,33,29,12,79,15,16,15,20,6,3,2,2
中央区,南１４条西８丁目,846,89,21,32,36,549,24,48,60,57,53,55,68,73,55,56,208,47,63,44,33,15,5,1,-
中央区,南１４条西９丁目,312,45,8,19,18,197,7,14,24,16,25,38,18,18,17,20,70,20,22,14,4,4,5,1,-
中央区,南１４条西１１丁目,434,42,14,21,7,292,18,28,20,24,29,28,39,35,31,40,100,30,32,18,7,5,5,3,-
中央区,南１４条西１２丁目,210,22,8,8,6,126,9,8,5,10,13,15,12,18,18,18,62,16,19,11,10,4,1,1,-
中央区,南１４条西１３丁目,439,30,8,12,10,276,24,8,18,13,17,33,34,41,48,40,133,46,32,20,13,14,3,4,1
中央区,南１４条西１４丁目,680,67,11,30,26,422,30,25,18,34,40,37,68,54,64,52,191,56,53,37,17,18,5,4,1
中央区,南１４条西１５丁目,347,57,8,21,28,214,32,4,3,6,13,34,46,39,27,10,76,11,23,15,11,9,4,3,-
中央区,南１４条西１６丁目,206,48,15,21,12,131,17,11,6,4,18,15,23,19,10,8,27,5,4,3,5,8,1,1,-
中央区,南１４条西１７丁目,181,21,2,6,13,106,8,5,7,3,8,12,18,15,18,12,54,12,14,11,9,5,1,2,-
中央区,南１４条西１８丁目,528,44,8,14,22,281,24,21,15,10,18,28,40,44,45,36,203,29,41,26,33,36,26,8,4
中央区,南１４条西１９丁目,333,52,11,26,15,208,17,15,11,18,15,27,24,22,33,26,73,27,11,10,8,9,5,2,1
中央区,南１５条西１丁目,255,20,7,7,6,136,5,4,6,11,9,10,21,28,22,20,99,30,31,17,13,6,-,1,1
中央区,南１５条西５丁目,239,14,4,3,7,168,9,11,15,14,13,21,19,23,25,18,57,14,22,5,8,6,1,1,-
中央区,南１５条西６丁目,350,15,9,1,5,252,9,23,22,31,14,26,29,39,35,24,83,18,20,20,12,10,3,-,-
中央区,南１５条西７丁目,204,15,6,6,3,139,14,13,19,12,23,13,12,9,15,9,50,8,13,12,6,6,4,1,-
中央区,南１５条西８丁目,531,57,27,20,10,382,14,33,51,48,44,45,49,35,41,22,92,22,24,14,20,9,3,-,-
中央区,南１５条西９丁目,481,72,36,15,21,299,10,18,29,34,44,37,43,35,26,23,110,31,31,18,9,11,8,2,-
中央区,南１５条西１０丁目,324,33,10,12,11,184,12,14,7,15,12,10,19,30,35,30,107,33,33,16,14,6,4,1,-
中央区,南１５条西１１丁目,80,9,4,4,1,42,3,2,2,5,2,10,5,3,5,5,29,3,9,3,5,7,2,-,-
中央区,南１５条西１２丁目,344,34,14,8,12,207,15,12,16,16,17,16,27,27,32,29,103,23,37,17,16,5,4,1,-
中央区,南１５条西１３丁目,362,37,5,12,20,242,20,16,19,19,28,32,28,32,29,19,83,30,19,14,9,5,6,-,-
中央区,南１５条西１４丁目,261,29,8,9,12,167,14,16,5,12,19,14,35,25,15,12,65,17,18,17,6,3,3,1,-
中央区,南１５条西１５丁目,274,19,9,5,5,171,14,20,5,4,11,21,24,29,23,20,84,20,29,14,9,5,5,2,-
中央区,南１５条西１６丁目,335,46,15,14,17,235,29,19,12,33,10,21,22,35,32,22,54,12,6,16,8,5,4,3,-
中央区,南１５条西１７丁目,171,32,8,10,14,102,9,9,9,7,6,12,16,18,9,7,37,4,7,8,9,5,4,-,-
中央区,南１５条西１８丁目,178,25,9,6,10,126,10,12,9,9,10,13,18,20,14,11,27,4,4,7,6,3,2,1,-
中央区,南１５条西１９丁目,333,35,9,18,8,179,16,13,8,6,15,19,20,27,34,21,119,32,25,13,9,17,17,6,-
中央区,南１６条西４丁目,219,20,4,7,9,121,8,2,5,3,12,11,24,14,14,28,78,22,23,15,3,10,4,1,-
中央区,南１６条西５丁目,208,13,1,5,7,117,10,8,9,19,9,16,10,17,12,7,78,21,25,8,7,10,6,-,1
中央区,南１６条西６丁目,179,28,21,2,5,129,1,4,18,23,17,29,12,13,9,3,22,8,2,2,3,5,2,-,-
中央区,南１６条西７丁目,423,35,13,7,15,261,22,19,22,27,21,28,30,26,31,35,127,18,29,33,20,19,7,-,1
中央区,南１６条西８丁目,348,22,6,8,8,200,8,16,11,19,19,16,21,23,25,42,126,31,23,13,16,25,11,7,-
中央区,南１６条西９丁目,589,87,35,32,20,385,29,31,30,36,35,50,55,49,39,31,117,32,24,21,21,13,5,1,-
中央区,南１６条西１０丁目,337,33,10,7,16,208,23,17,18,18,13,22,26,34,17,20,96,19,22,20,12,14,8,1,-
中央区,南１６条西１１丁目,174,13,6,4,3,122,3,7,12,15,7,20,20,14,11,13,39,9,16,8,4,1,1,-,-
中央区,南１６条西１２丁目,400,52,16,21,15,276,24,23,17,22,11,30,38,37,37,37,72,16,28,7,8,12,-,1,-
中央区,南１６条西１３丁目,212,16,1,5,10,112,6,11,4,5,9,12,19,18,16,12,84,21,20,13,10,13,3,3,1
中央区,南１６条西１４丁目,190,16,6,3,7,118,4,9,6,11,5,7,14,21,17,24,56,20,15,9,3,5,3,1,-
中央区,南１６条西１５丁目,122,34,18,12,4,74,1,-,12,13,15,13,6,8,6,-,14,5,3,1,2,1,-,-,2
中央区,南１６条西１６丁目,128,33,9,9,15,71,7,5,2,3,10,18,19,4,3,-,24,6,9,5,3,-,-,1,-
中央区,南１６条西１７丁目,78,5,2,-,3,50,6,6,1,1,3,3,9,7,11,3,23,5,7,4,1,4,2,-,-
中央区,南１６条西１８丁目,330,42,9,15,18,167,11,11,4,10,16,22,28,19,19,27,121,18,33,29,19,15,6,1,-
中央区,南１６条西１９丁目,309,46,13,17,16,198,19,14,13,16,16,20,26,24,28,22,65,9,10,9,9,15,9,4,-
中央区,南１７条西４丁目,128,8,2,3,3,66,6,1,2,3,1,3,10,12,14,14,54,14,17,9,4,8,2,-,-
中央区,南１７条西５丁目,162,16,5,3,8,100,9,11,10,8,8,9,9,12,15,9,46,8,10,8,9,8,2,1,-
中央区,南１７条西６丁目,108,6,1,4,1,67,2,8,18,5,9,7,4,4,-,10,35,11,5,4,5,5,3,2,-
中央区,南１７条西７丁目,510,64,12,21,31,351,26,26,25,29,18,47,59,46,44,31,95,26,20,15,17,6,9,1,1
中央区,南１７条西８丁目,685,65,15,21,29,481,36,46,37,40,31,49,64,68,75,35,139,40,46,23,16,6,6,2,-
中央区,南１７条西９丁目,518,77,35,20,22,315,23,24,31,38,42,27,44,34,33,19,126,23,27,25,22,17,10,2,-
中央区,南１７条西１０丁目,460,35,11,14,10,267,14,24,25,19,25,23,30,45,30,32,158,34,35,31,24,16,13,4,1
中央区,南１７条西１１丁目,53,6,2,2,2,30,3,1,-,4,2,5,6,2,4,3,17,2,11,2,1,-,-,1,-
中央区,南１７条西１２丁目,439,63,27,18,18,289,18,19,16,21,45,27,39,34,30,40,87,23,22,16,9,13,4,-,-
中央区,南１７条西１３丁目,390,43,5,13,25,223,22,9,10,18,12,30,34,18,27,43,124,35,43,15,15,9,5,2,-
中央区,南１７条西１４丁目,348,46,12,16,18,196,18,10,13,14,19,19,32,29,25,17,106,23,33,16,20,8,4,2,-
中央区,南１７条西１５丁目,635,117,33,38,46,402,31,33,22,27,26,55,59,62,51,36,116,31,32,19,12,13,7,1,1
中央区,南１７条西１６丁目,388,77,24,28,25,208,15,4,7,18,29,40,36,25,14,20,103,25,29,14,11,16,7,1,-
中央区,南１７条西１７丁目,229,47,15,19,13,119,12,5,5,15,14,11,22,15,10,10,63,14,21,14,4,7,3,-,-
中央区,南１７条西１８丁目,504,56,11,17,28,284,25,15,11,7,32,30,59,45,29,31,164,41,42,27,26,20,8,-,-
中央区,南１８条西５丁目,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
中央区,南１８条西７丁目,320,33,13,11,9,195,12,16,20,24,16,21,22,26,25,13,92,21,24,14,18,10,4,1,-
中央区,南１８条西８丁目,318,36,14,11,11,197,13,8,13,21,23,30,31,18,19,21,85,11,21,15,17,14,4,3,-
中央区,南１８条西９丁目,498,55,8,21,26,316,24,19,15,12,31,43,49,42,39,42,127,36,37,22,11,10,10,-,1
中央区,南１８条西１０丁目,108,11,2,5,4,75,3,8,9,12,5,6,11,9,6,6,22,6,6,4,3,3,-,-,-
中央区,南１８条西１１丁目,178,23,11,6,6,103,5,6,5,8,12,11,11,16,17,12,52,14,17,8,7,4,2,-,-
中央区,南１８条西１２丁目,530,67,18,29,20,315,26,19,16,22,26,31,42,47,49,37,148,37,32,20,18,19,14,6,2
中央区,南１８条西１３丁目,348,58,16,17,25,215,21,16,8,14,34,25,26,21,27,23,75,22,21,6,7,9,6,3,1
