区,区分,人口,年少人口,0～ 4歳,5～ 9,10～14,生産年齢  人    口,15～19歳,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,老年人口,65～69歳,70～74,75～79,80～84,85～89,90～94,95～99,100歳  以上
白石区,栄通１８丁目,1029,86,29,29,28,562,31,35,43,42,54,76,83,73,59,66,381,49,74,63,63,62,52,16,2
白石区,栄通１９丁目,998,96,37,34,25,662,36,74,79,77,58,53,86,87,68,44,240,49,67,61,41,14,6,1,1
白石区,栄通２０丁目,869,106,41,38,27,612,19,50,79,82,79,64,80,58,53,48,151,45,55,20,18,10,2,1,-
白石区,栄通２１丁目,1125,89,33,38,18,710,38,63,66,75,71,80,100,80,72,65,326,82,82,63,48,30,19,1,1
白石区,川北（番地）,436,15,9,3,3,233,1,5,6,11,11,40,41,35,37,46,188,50,49,39,26,15,8,1,-
白石区,東札幌１条１丁目,774,130,40,48,42,525,15,25,38,41,55,101,104,61,55,30,119,33,28,26,16,13,3,-,-
白石区,東札幌１条２丁目,779,93,37,22,34,556,41,33,36,58,41,53,94,91,70,39,130,24,32,16,19,17,18,4,-
白石区,東札幌１条３丁目,1259,150,25,58,67,840,71,62,44,35,81,114,145,125,93,70,269,67,78,41,37,21,17,7,1
白石区,東札幌１条４丁目,532,50,11,13,26,354,21,20,19,27,37,29,46,68,56,31,128,39,34,22,16,13,3,1,-
白石区,東札幌１条５丁目,827,95,18,28,49,526,77,30,13,26,37,59,134,68,52,30,206,49,61,42,22,23,5,3,1
白石区,東札幌１条６丁目,393,26,8,6,12,283,9,25,54,29,20,32,33,33,23,25,84,28,15,24,7,6,3,1,-
白石区,東札幌２条１丁目,889,107,22,37,48,606,42,39,36,42,38,92,97,86,78,56,176,47,51,27,21,26,2,2,-
白石区,東札幌２条２丁目,585,20,11,7,2,448,15,38,51,43,51,46,58,49,49,48,117,41,33,17,8,7,8,3,-
白石区,東札幌２条３丁目,1251,91,41,33,17,877,26,65,101,105,133,100,95,93,87,72,283,71,68,52,53,23,11,5,-
白石区,東札幌２条４丁目,1285,109,43,29,37,936,35,102,143,143,110,89,102,95,62,55,240,62,58,42,32,28,13,4,1
白石区,東札幌２条５丁目,1307,115,49,34,32,913,27,56,121,115,90,111,130,90,84,89,279,77,86,40,39,23,13,1,-
白石区,東札幌２条６丁目,933,44,15,13,16,606,20,43,49,55,61,56,78,89,82,73,283,67,69,63,36,29,12,7,-
白石区,東札幌３条１丁目,166,10,3,3,4,109,4,8,3,2,4,7,11,27,27,16,47,14,11,9,5,4,4,-,-
白石区,東札幌３条２丁目,485,23,7,6,10,224,5,9,13,16,17,20,28,28,49,39,238,47,63,44,37,29,16,2,-
白石区,東札幌３条３丁目,775,70,22,29,19,541,14,40,60,64,59,62,90,54,61,37,164,40,40,33,30,9,9,2,1
白石区,東札幌３条４丁目,747,55,21,23,11,567,18,56,80,71,72,66,75,56,41,32,125,43,35,17,15,9,6,-,-
白石区,東札幌３条５丁目,309,21,6,10,5,203,11,14,19,11,17,26,42,20,23,20,85,24,22,19,8,9,1,2,-
白石区,東札幌３条６丁目,87,6,2,-,4,50,5,-,3,4,5,6,5,8,6,8,31,6,8,8,3,6,-,-,-
白石区,東札幌４条１丁目,259,14,5,3,6,191,4,18,20,18,11,11,27,39,23,20,54,16,8,12,12,5,1,-,-
白石区,東札幌４条２丁目,771,46,21,11,14,574,13,53,85,80,61,64,58,64,52,44,151,49,29,35,16,15,6,1,-
白石区,東札幌４条３丁目,539,35,14,11,10,341,16,21,30,26,29,33,58,44,46,38,163,30,34,23,22,35,15,4,-
白石区,東札幌４条４丁目,910,78,36,24,18,641,27,56,124,90,73,57,66,71,36,41,191,51,47,36,23,18,12,4,-
白石区,東札幌４条５丁目,453,49,21,16,12,302,7,32,30,33,39,31,33,30,42,25,102,20,27,23,18,8,4,1,1
白石区,東札幌４条６丁目,412,49,15,22,12,285,9,22,34,28,36,40,39,36,25,16,78,24,12,14,15,8,2,3,-
白石区,東札幌５条１丁目,364,34,16,9,9,272,21,22,24,19,23,27,30,37,36,33,58,13,13,13,11,6,1,1,-
白石区,東札幌５条２丁目,451,24,13,8,3,333,6,32,54,41,45,31,34,34,23,33,94,25,23,18,13,12,2,1,-
白石区,東札幌５条３丁目,897,75,22,27,26,631,25,59,63,64,63,56,85,79,76,61,191,59,52,31,26,17,5,-,1
白石区,東札幌５条４丁目,800,77,16,30,31,545,35,40,46,69,48,70,88,70,32,47,178,45,38,42,26,15,8,3,1
白石区,東札幌５条５丁目,1032,112,46,40,26,659,30,48,70,63,67,85,92,75,61,68,261,74,65,32,37,27,19,7,-
白石区,東札幌５条６丁目,654,49,13,21,15,407,22,39,35,37,29,46,38,57,54,50,198,47,53,35,27,22,11,3,-
白石区,東札幌６条２丁目,341,47,20,16,11,228,12,10,26,42,38,31,30,17,13,9,66,5,8,11,22,11,8,1,-
白石区,東札幌６条３丁目,1122,61,22,9,30,603,35,27,40,43,37,58,83,99,96,85,458,102,125,100,73,38,18,2,-
白石区,東札幌６条４丁目,170,22,9,6,7,112,3,7,18,20,21,10,9,7,11,6,36,12,8,5,7,3,1,-,-
白石区,東札幌６条５丁目,488,64,21,19,24,275,11,21,23,20,35,31,44,27,29,34,149,36,38,34,23,11,6,1,-
白石区,東札幌６条６丁目,430,28,16,9,3,318,13,35,43,31,31,22,38,29,38,38,84,21,24,22,9,4,2,2,-
白石区,川下（番地）,663,48,8,19,21,308,27,14,10,19,26,41,56,41,38,36,307,65,81,52,47,40,17,3,2
白石区,川北１条１丁目,599,70,18,24,28,316,24,17,30,24,39,31,48,36,42,25,213,36,59,37,36,29,12,4,-
白石区,川北１条２丁目,809,108,23,34,51,440,47,38,26,29,53,49,67,64,35,32,261,81,79,40,24,15,17,5,-
白石区,川北１条３丁目,712,98,39,26,33,386,31,22,33,26,54,57,43,35,52,33,228,53,49,52,33,24,9,8,-
白石区,川北２条１丁目,902,197,42,79,76,555,47,23,24,39,85,91,75,73,57,41,150,44,44,21,18,15,5,3,-
白石区,川北２条２丁目,386,39,13,12,14,217,18,18,13,15,18,30,17,28,28,32,130,50,29,25,12,5,5,3,1
白石区,川北２条３丁目,515,73,14,23,36,300,37,21,9,15,27,39,62,41,29,20,142,31,38,32,22,10,7,1,1
白石区,川北３条１丁目,531,88,19,37,32,344,44,28,19,26,24,38,56,53,26,30,99,34,28,12,13,11,1,-,-
白石区,川北３条２丁目,369,42,14,17,11,232,18,21,21,13,14,19,31,22,36,37,95,29,26,15,11,8,3,3,-
白石区,川北３条３丁目,664,143,16,44,83,471,90,35,14,13,32,67,126,63,18,13,50,17,17,7,5,3,1,-,-
白石区,川北４条１丁目,289,67,17,20,30,207,21,17,16,14,26,30,35,16,17,15,15,4,7,-,2,-,-,2,-
白石区,川北４条２丁目,48,3,-,1,2,35,5,4,3,1,2,3,3,10,3,1,10,1,3,3,1,-,1,1,-
白石区,川北４条３丁目,373,56,12,8,36,277,59,24,5,8,18,34,65,42,15,7,40,8,14,12,4,2,-,-,-
白石区,川北５条１丁目,306,38,7,16,15,194,20,13,7,20,16,18,20,22,22,36,74,24,9,14,8,13,6,-,-
白石区,菊水上町１条１丁目,896,94,33,34,27,638,43,64,57,61,54,41,89,95,77,57,164,51,35,41,22,7,4,4,-
白石区,菊水上町１条２丁目,622,89,22,28,39,422,46,41,29,31,36,47,57,67,47,21,111,25,31,20,17,12,5,1,-
白石区,菊水上町１条３丁目,128,28,7,13,8,81,9,5,9,4,13,12,14,6,5,4,19,9,4,1,-,3,-,1,1
白石区,菊水上町１条４丁目,47,7,4,2,1,31,2,1,-,1,7,6,2,3,2,7,9,2,3,-,1,1,1,1,-
白石区,菊水上町２条１丁目,231,21,9,2,10,124,7,6,6,8,14,15,19,19,15,15,86,23,19,11,16,13,4,-,-
白石区,菊水上町２条２丁目,356,48,15,14,19,222,12,16,16,24,24,34,29,17,19,31,86,12,22,13,17,17,5,-,-
白石区,菊水上町２条３丁目,190,25,10,8,7,111,9,9,10,8,16,14,17,13,9,6,54,12,14,11,7,6,1,1,2
白石区,菊水上町２条４丁目,347,40,9,17,14,190,6,13,10,12,31,22,31,30,16,19,117,23,32,21,14,17,5,5,-
白石区,菊水上町３条１丁目,133,14,3,7,4,74,6,2,2,4,9,20,10,5,6,10,45,16,11,10,6,-,1,1,-
白石区,菊水上町３条２丁目,182,22,11,9,2,108,5,8,14,16,14,7,14,11,9,10,52,9,6,9,17,8,2,1,-
白石区,菊水上町３条３丁目,497,47,20,11,16,328,23,23,32,27,34,40,46,39,32,32,122,36,20,22,18,20,5,1,-
白石区,菊水上町４条１丁目,286,32,9,8,15,146,19,15,6,4,16,15,27,20,13,11,108,20,26,19,27,10,4,2,-
白石区,菊水上町４条２丁目,309,74,28,26,20,189,6,14,18,33,32,21,18,17,21,9,46,12,15,5,5,6,3,-,-
白石区,菊水上町４条３丁目,187,17,2,5,10,112,17,14,5,5,4,11,27,14,7,8,58,10,14,13,10,7,2,2,-
白石区,菊水上町４条４丁目,88,17,9,5,3,59,3,5,10,5,17,7,4,7,1,-,12,1,5,2,3,1,-,-,-
白石区,川下１条４丁目,202,30,8,14,8,107,9,9,4,8,11,22,12,12,13,7,65,19,23,13,7,1,1,1,-
白石区,川下１条５丁目,289,42,19,13,10,168,12,9,11,18,16,24,16,13,23,26,79,21,23,11,13,5,6,-,-
白石区,川下１条６丁目,617,49,14,17,18,334,27,22,20,31,34,29,41,38,36,56,234,64,83,47,20,12,4,4,-
白石区,川下１条７丁目,376,46,17,13,16,206,21,6,12,19,18,36,34,24,16,20,124,23,39,27,14,9,7,4,1
白石区,川下１条８丁目,381,48,17,17,14,225,16,12,9,22,34,32,28,28,21,23,108,20,37,27,11,7,5,1,-
白石区,川下１条９丁目,225,15,4,5,6,116,13,9,4,11,4,19,22,11,10,13,94,22,34,19,7,10,1,1,-
白石区,川下２条４丁目,154,8,5,1,2,84,3,7,5,5,7,12,13,13,10,9,62,13,18,15,10,3,3,-,-
白石区,川下２条５丁目,49,4,-,1,3,28,3,2,3,-,-,-,5,6,4,5,17,1,6,3,1,4,2,-,-
白石区,川下２条６丁目,155,22,5,13,4,97,8,7,10,9,10,12,11,9,15,6,36,8,14,4,8,-,2,-,-
白石区,川下２条７丁目,93,8,2,2,4,51,3,2,3,2,6,4,9,6,10,6,34,9,4,9,6,5,1,-,-
白石区,川下２条８丁目,35,-,-,-,-,13,-,1,5,2,-,-,-,1,1,3,22,1,4,1,8,3,4,1,-
白石区,川下３条３丁目,74,8,3,5,-,43,7,2,5,2,7,2,7,4,4,3,23,9,10,-,1,2,1,-,-
白石区,川下３条４丁目,287,48,8,20,20,186,22,14,8,12,18,28,38,25,12,9,53,10,23,10,8,1,-,1,-
白石区,川下３条５丁目,559,50,10,19,21,286,26,21,24,22,19,32,34,32,41,35,223,59,62,47,37,15,2,1,-
白石区,川下３条６丁目,370,46,14,13,19,209,15,19,10,15,29,30,25,16,23,27,115,21,38,15,12,14,11,4,-
白石区,川下３条７丁目,274,26,7,10,9,167,14,13,9,11,14,22,28,15,16,25,81,22,18,24,8,8,1,-,-
白石区,川下４条２丁目,222,16,5,6,5,115,7,11,4,7,12,19,19,10,10,16,91,20,30,23,8,5,4,1,-
白石区,川下４条３丁目,175,16,3,8,5,75,5,4,2,8,10,15,10,7,5,9,84,28,35,12,7,1,1,-,-
白石区,川下４条４丁目,134,14,1,6,7,73,7,9,7,4,1,10,10,10,8,7,47,14,11,14,3,3,2,-,-
白石区,川下４条５丁目,146,15,4,6,5,82,6,4,6,4,8,8,10,8,9,19,49,11,21,8,2,4,2,1,-
白石区,川下４条６丁目,109,19,6,6,7,62,3,5,6,4,4,7,8,8,12,5,28,9,5,4,7,2,1,-,-
白石区,川下５条１丁目,171,19,11,4,4,87,6,4,11,10,6,9,14,5,8,14,65,17,20,18,6,1,2,1,-
白石区,川下５条２丁目,298,38,7,17,14,131,11,6,7,11,14,24,18,21,10,9,129,39,42,24,12,6,1,4,1
白石区,川下５条３丁目,346,40,10,13,17,200,18,15,16,16,15,29,25,30,22,14,106,38,30,21,8,5,3,1,-
白石区,川下５条４丁目,366,63,11,23,29,202,19,11,12,12,23,34,27,17,19,28,101,32,39,12,9,6,2,1,-
白石区,米里１条２丁目,101,14,5,4,5,50,6,1,2,2,11,8,7,1,6,6,37,5,6,5,1,5,7,6,2
白石区,米里１条３丁目,142,26,10,9,7,77,5,7,10,18,9,10,5,4,3,6,39,12,6,3,5,4,7,2,-
白石区,米里１条４丁目,173,35,17,11,7,99,4,8,14,18,10,18,9,11,4,3,39,-,4,9,5,13,7,1,-
白石区,米里２条１丁目,14,-,-,-,-,14,-,4,1,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
白石区,米里２条４丁目,62,8,1,3,4,36,2,2,3,2,1,4,8,7,6,1,18,3,9,2,2,1,1,-,-
白石区,米里３条１丁目,391,43,9,12,22,258,19,19,22,20,25,17,37,30,33,36,90,25,25,15,10,11,2,-,2
白石区,米里３条２丁目,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
白石区,米里４条１丁目,342,58,22,17,19,240,26,21,17,18,24,25,37,32,23,17,44,12,8,11,5,5,3,-,-
白石区,米里５条１丁目,580,83,26,24,33,370,21,21,33,20,33,59,59,51,36,37,127,32,47,21,18,6,2,1,-
白石区,米里５条２丁目,33,-,-,-,-,21,-,-,2,3,2,1,2,3,4,4,12,8,4,-,-,-,-,-,-
白石区,流通センター４丁目,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,厚別区,126453,12820,3504,4309,5007,73129,5536,5576,4957,5728,6600,7950,9682,9124,8968,9008,40504,10218,10879,7721,5654,3668,1786,510,68
厚別区,青葉町１丁目,843,45,11,19,15,362,25,22,35,27,32,39,47,35,54,46,436,85,110,93,81,41,23,3,-
厚別区,青葉町２丁目,521,37,11,18,8,277,18,31,28,22,18,31,27,38,39,25,207,17,37,39,52,33,22,6,1
厚別区,青葉町３丁目,1478,60,14,22,24,574,37,35,28,29,40,55,95,78,86,91,844,149,252,194,153,74,16,5,1
厚別区,青葉町４丁目,659,76,24,25,27,416,20,50,46,41,49,32,39,49,45,45,167,37,35,27,28,24,13,2,1
厚別区,青葉町５丁目,556,32,4,14,14,197,5,13,9,5,17,32,30,26,22,38,327,63,95,77,61,19,10,1,1
厚別区,青葉町６丁目,696,53,12,14,27,295,14,28,20,22,29,47,37,23,34,41,348,90,103,69,49,24,10,3,-
厚別区,青葉町７丁目,593,83,26,27,30,363,36,36,26,30,28,42,46,41,49,29,147,21,26,24,29,30,10,6,1
厚別区,青葉町８丁目,747,88,22,28,38,355,27,31,15,20,39,46,40,47,43,47,304,55,73,57,52,35,18,11,3
厚別区,青葉町９丁目,473,44,9,15,20,210,16,18,5,13,16,33,34,33,20,22,219,35,71,53,35,16,9,-,-
厚別区,青葉町１０丁目,256,21,5,9,7,98,10,2,2,4,13,11,17,13,12,14,137,24,48,33,12,10,7,3,-
厚別区,青葉町１１丁目,933,93,40,27,26,612,38,55,59,42,55,59,61,75,93,75,228,62,64,52,18,18,10,3,1
厚別区,青葉町１２丁目,518,80,17,22,41,345,39,33,17,14,32,54,57,35,35,29,93,32,23,18,10,7,3,-,-
厚別区,青葉町１３丁目,985,125,29,42,54,538,47,44,28,34,39,83,99,58,49,57,322,84,80,63,38,25,25,7,-
厚別区,青葉町１４丁目,718,65,19,26,20,322,32,20,13,26,24,58,49,37,32,31,331,70,117,80,39,14,7,3,1
厚別区,青葉町１５丁目,628,48,16,13,19,305,23,22,12,18,26,39,35,40,43,47,275,75,88,48,24,20,14,5,1
厚別区,青葉町１６丁目,417,40,14,14,12,280,22,23,12,19,22,28,23,37,49,45,97,40,26,14,3,9,4,1,-
厚別区,もみじ台東１丁目,722,20,4,5,11,219,12,14,5,19,12,28,36,31,27,35,483,85,141,118,86,40,10,3,-
厚別区,もみじ台東２丁目,591,51,16,16,19,246,10,11,9,20,26,34,49,34,20,33,294,38,57,86,47,38,23,5,-
厚別区,もみじ台東３丁目,721,49,12,18,19,293,25,14,13,16,26,41,40,32,38,48,379,81,107,86,69,25,9,2,-
厚別区,もみじ台東４丁目,273,26,6,11,9,139,11,11,8,12,14,14,20,19,14,16,108,22,17,21,26,12,7,3,-
厚別区,もみじ台東５丁目,617,33,8,12,13,258,21,13,14,15,17,37,43,31,36,31,326,64,103,76,42,31,7,3,-
厚別区,もみじ台東６丁目,433,31,11,9,11,190,31,9,4,16,10,22,38,25,20,15,212,29,38,47,44,28,21,3,2
厚別区,もみじ台東７丁目,317,25,8,5,12,131,14,7,5,13,10,13,16,19,16,18,161,16,34,43,27,27,10,4,-
厚別区,もみじ台西２丁目,1022,89,19,27,43,501,39,46,20,38,31,48,79,72,59,69,432,98,136,90,60,30,8,8,2
厚別区,もみじ台西３丁目,406,41,6,12,23,204,18,17,11,15,19,20,34,26,20,24,161,36,48,37,26,10,4,-,-
厚別区,もみじ台西４丁目,1100,101,21,33,47,545,58,42,29,30,42,58,77,81,61,67,454,116,118,105,67,30,11,7,-
厚別区,もみじ台西５丁目,379,43,9,16,18,173,17,13,8,9,20,22,28,22,25,9,163,22,36,43,28,18,16,-,-
厚別区,もみじ台西６丁目,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,もみじ台西７丁目,348,37,13,12,12,156,24,4,11,16,5,17,23,20,17,19,155,16,53,43,25,13,5,-,-
厚別区,もみじ台南１丁目,440,43,12,14,17,197,19,13,4,10,18,17,44,30,22,20,200,14,57,63,42,16,4,4,-
厚別区,もみじ台南２丁目,1115,96,22,35,39,585,70,58,22,37,30,72,91,69,59,77,434,100,135,90,60,36,9,3,1
厚別区,もみじ台南３丁目,519,42,4,19,19,205,19,12,6,9,19,25,36,27,34,18,272,35,42,64,59,47,19,5,1
厚別区,もみじ台南４丁目,935,52,11,15,26,432,41,30,28,26,26,46,65,45,67,58,451,116,127,92,69,31,13,3,-
厚別区,もみじ台南５丁目,165,15,4,4,7,81,11,6,2,4,5,15,10,14,7,7,69,3,21,17,13,11,3,1,-
厚別区,もみじ台南６丁目,367,18,4,6,8,177,15,12,7,16,13,16,27,30,21,20,172,29,38,40,34,15,12,4,-
厚別区,もみじ台南７丁目,156,13,6,5,2,67,5,5,3,1,6,13,12,9,7,6,76,9,22,21,15,7,1,1,-
厚別区,もみじ台北１丁目,295,30,4,12,14,138,23,7,6,4,14,10,29,19,9,17,127,19,13,31,28,25,7,4,-
厚別区,もみじ台北２丁目,303,28,5,15,8,123,7,6,6,5,14,19,14,20,16,16,152,24,24,38,34,18,10,4,-
厚別区,もみじ台北３丁目,769,51,12,17,22,303,28,16,16,16,24,34,48,45,37,39,415,76,103,97,90,36,9,4,-
厚別区,もみじ台北４丁目,779,40,9,13,18,287,24,18,8,14,20,35,48,42,40,38,452,77,144,93,96,31,8,2,1
厚別区,もみじ台北５丁目,271,24,5,8,11,111,13,3,3,6,9,10,23,24,13,7,136,10,14,33,38,30,8,2,1
厚別区,もみじ台北６丁目,1179,60,13,19,28,478,31,45,31,22,35,44,88,77,52,53,641,93,178,126,114,72,42,15,1
厚別区,厚別西１条１丁目,589,89,19,33,37,371,41,24,17,37,31,47,48,53,44,29,129,29,39,21,20,16,3,1,-
厚別区,厚別西１条２丁目,329,49,11,19,19,222,15,16,28,21,28,23,28,28,21,14,58,17,22,11,6,-,-,2,-
厚別区,厚別西１条３丁目,399,66,27,25,14,272,26,14,21,43,39,33,28,28,17,23,61,16,15,5,11,8,4,1,1
厚別区,厚別西１条４丁目,458,55,14,20,21,296,27,30,15,19,31,30,35,42,33,34,107,38,24,21,9,12,2,1,-
厚別区,厚別西１条５丁目,180,49,16,14,19,121,17,6,-,11,19,25,22,12,6,3,10,5,4,-,1,-,-,-,-
厚別区,厚別西２条１丁目,609,78,26,26,26,347,27,24,18,30,36,42,54,48,40,28,184,47,47,39,23,20,6,2,-
厚別区,厚別西２条２丁目,407,60,26,9,25,232,15,15,10,24,19,26,35,36,29,23,115,16,33,24,16,17,6,2,1
厚別区,厚別西２条３丁目,518,51,10,18,23,296,22,29,19,25,26,43,41,28,33,30,171,53,44,31,17,16,7,3,-
厚別区,厚別西２条４丁目,553,64,16,21,27,355,22,28,33,34,33,36,41,31,57,40,134,42,33,23,22,7,5,2,-
厚別区,厚別西２条５丁目,477,82,21,31,30,263,25,10,9,23,29,32,45,35,27,28,132,29,42,26,17,11,7,-,-
厚別区,厚別西２条６丁目,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,厚別西３条１丁目,568,66,20,21,25,303,21,18,20,28,20,35,37,36,37,51,199,50,40,36,43,16,10,4,-
厚別区,厚別西３条２丁目,434,55,23,18,14,255,15,18,17,21,26,26,34,34,29,35,124,26,29,22,23,11,7,5,1
厚別区,厚別西３条３丁目,258,48,15,16,17,153,14,10,11,17,20,17,24,19,9,12,57,16,6,14,8,7,6,-,-
厚別区,厚別西３条４丁目,498,64,22,23,19,280,25,20,14,31,29,28,39,38,32,24,154,41,27,35,25,18,7,1,-
厚別区,厚別西３条５丁目,360,50,16,17,17,209,11,15,14,16,13,26,28,24,30,32,101,19,27,11,15,14,13,2,-
厚別区,厚別西３条６丁目,1,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,厚別西４条１丁目,1236,122,43,37,42,627,43,39,34,74,60,98,73,68,53,85,487,142,141,88,50,44,17,4,1
厚別区,厚別西４条２丁目,512,90,17,33,40,313,23,20,12,32,39,55,63,27,21,21,109,38,25,17,14,8,4,3,-
厚別区,厚別西４条３丁目,540,82,35,19,28,324,27,21,28,31,41,41,42,36,22,35,134,44,25,29,22,8,2,3,1
厚別区,厚別西４条４丁目,504,45,12,11,22,270,23,26,22,16,21,32,31,37,29,33,189,60,44,25,31,18,8,2,1
厚別区,厚別西４条５丁目,395,37,12,10,15,245,23,25,12,27,12,24,28,29,30,35,113,41,33,19,7,10,3,-,-
厚別区,厚別西４条６丁目,24,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,厚別西５条１丁目,711,76,26,25,25,389,37,18,19,25,50,47,39,44,35,75,246,100,76,29,17,16,6,2,-
厚別区,厚別西５条２丁目,810,88,28,31,29,392,32,30,21,30,43,50,53,34,37,62,330,128,88,43,32,22,13,4,-
厚別区,厚別西５条３丁目,38,2,1,1,-,24,3,4,-,1,1,1,4,2,3,5,12,3,4,3,2,-,-,-,-
厚別区,厚別西５条４丁目,445,54,11,15,28,319,35,36,19,21,19,21,35,56,39,38,72,31,12,13,8,6,2,-,-
厚別区,厚別西５条５丁目,134,13,3,3,7,73,8,10,1,2,9,4,10,9,9,11,48,12,13,10,8,3,1,1,-
厚別区,厚別西５条６丁目,477,56,17,17,22,332,21,32,23,29,23,15,35,53,55,46,89,31,29,13,8,5,3,-,-
厚別区,厚別町山本,354,12,4,3,5,147,8,15,10,5,20,8,18,23,19,21,195,24,31,24,35,35,30,11,5
厚別区,厚別町上野幌,789,75,24,28,23,639,47,40,51,60,56,88,125,73,51,48,75,31,18,11,6,5,4,-,-
厚別区,厚別町下野幌,29,-,-,-,-,12,1,1,2,-,-,-,2,-,2,4,17,-,3,1,3,6,3,1,-
厚別区,厚別町小野幌,3,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
厚別区,厚別南１丁目,2796,327,100,99,128,1971,116,172,209,214,218,188,244,213,201,196,498,149,136,75,58,46,31,3,-
厚別区,厚別南２丁目,3417,425,121,143,161,2302,156,198,208,204,208,275,313,288,246,206,690,169,173,152,77,71,41,5,2
厚別区,厚別南３丁目,840,86,17,36,33,484,45,33,31,31,48,46,73,58,72,47,270,56,69,61,40,28,12,4,-
厚別区,厚別南４丁目,1274,151,51,40,60,678,51,45,42,64,64,73,104,97,79,59,445,85,121,95,77,43,18,5,1
厚別区,厚別南５丁目,879,108,34,39,35,449,44,21,22,36,50,46,87,62,39,42,322,74,113,56,40,27,7,5,-
厚別区,厚別南６丁目,624,77,17,29,31,307,13,15,23,23,29,43,52,38,34,37,240,50,65,54,41,17,10,3,-
厚別区,厚別南７丁目,772,78,14,32,32,357,28,15,10,23,34,58,56,51,47,35,337,74,93,80,47,32,6,5,-
厚別区,厚別中央１条１丁目,411,14,4,4,6,253,15,15,16,14,23,19,24,34,40,53,144,45,36,21,16,12,12,2,-
厚別区,厚別中央１条２丁目,1179,57,14,17,26,831,39,88,106,94,70,67,104,92,94,77,291,74,75,44,48,27,21,1,1
厚別区,厚別中央１条３丁目,644,19,4,3,12,383,17,35,47,32,47,30,53,39,47,36,242,49,61,49,50,24,7,2,-
厚別区,厚別中央１条４丁目,1155,51,7,13,31,564,36,40,36,48,41,45,86,67,82,83,540,117,156,120,79,50,13,5,-
厚別区,厚別中央１条５丁目,819,18,3,6,9,307,8,8,8,24,19,44,35,55,47,59,494,78,147,121,91,42,13,1,1
厚別区,厚別中央１条７丁目,1787,175,53,63,59,1058,63,55,50,55,92,101,158,171,157,156,554,163,139,107,67,48,22,6,2
厚別区,厚別中央２条１丁目,620,51,23,17,11,477,29,50,55,53,50,39,67,48,43,43,92,37,16,18,11,6,4,-,-
厚別区,厚別中央２条２丁目,417,26,8,11,7,319,9,34,54,44,36,39,31,35,18,19,72,17,17,22,12,4,-,-,-
厚別区,厚別中央２条３丁目,1123,139,53,46,40,670,45,50,68,65,87,85,87,52,61,70,314,82,95,58,45,26,7,1,-
厚別区,厚別中央２条４丁目,1481,84,11,30,43,813,50,72,60,59,63,73,95,100,118,123,584,144,140,98,97,67,32,6,-
厚別区,厚別中央２条５丁目,658,28,6,13,9,387,13,18,32,18,32,30,54,63,66,61,243,55,59,40,44,33,11,1,-
厚別区,厚別中央２条６丁目,892,106,49,43,14,605,27,48,56,61,70,69,87,55,62,70,181,42,53,33,29,18,4,1,1
厚別区,厚別中央３条１丁目,262,16,8,4,4,180,6,6,21,23,25,18,17,22,20,22,66,20,11,12,16,6,1,-,-
厚別区,厚別中央３条２丁目,1170,103,44,30,29,816,33,88,106,88,84,83,94,82,98,60,251,50,45,40,48,43,20,5,-
厚別区,厚別中央３条３丁目,2046,241,82,77,82,1521,91,134,177,158,144,214,209,155,147,92,284,84,64,50,34,36,13,3,-
厚別区,厚別中央３条４丁目,1838,133,55,41,37,1263,65,95,149,163,120,132,119,137,130,153,442,136,119,62,58,42,20,5,-
厚別区,厚別中央３条５丁目,353,26,11,6,9,218,14,16,19,27,26,16,33,29,21,17,109,25,16,26,17,12,11,2,-
厚別区,厚別中央３条６丁目,295,28,8,10,10,200,8,16,28,32,22,25,22,11,9,27,67,22,20,11,5,6,1,2,-
厚別区,厚別中央４条２丁目,1841,230,72,60,98,1290,72,109,151,130,143,146,173,135,137,94,321,109,92,49,33,22,14,1,1
厚別区,厚別中央４条３丁目,629,75,35,23,17,402,18,39,40,34,52,43,57,51,32,36,152,38,34,33,25,17,4,1,-
厚別区,厚別中央４条４丁目,1222,78,23,26,29,781,44,80,67,63,54,66,90,104,100,113,363,83,90,59,71,38,19,3,-
厚別区,厚別中央４条５丁目,735,88,37,23,28,550,27,61,64,87,79,51,62,45,45,29,97,34,25,14,14,5,5,-,-
厚別区,厚別中央４条６丁目,482,40,8,15,17,302,30,26,14,9,17,33,40,42,37,54,140,51,38,26,15,6,4,-,-
厚別区,厚別中央５条１丁目,139,11,5,1,5,111,5,11,13,10,15,13,8,19,13,4,17,6,6,2,2,1,-,-,-
